Record Length,Analog:70000
Sample Interval,CH1:0.0000020000000 CH2:0.0000020000000
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:1.00 CH2:0.50,,,
Vertical Offset,CH1:0.00 CH2:0.00,,,
Horizontal Units,us,,,
Horizontal Scale,10000.0000000000,,,
Model Number,T3DSO1102 ,,,
Serial Number,T0101C21230350,,,
Software Version,1.3.26,,,
Source,CH1,CH2
Second,Volt,Volt
 0.00000000000,-0.40000,0.72000
 0.00000200000,-0.40000,0.70000
 0.00000400000,-0.36000,0.72000
 0.00000600000,-0.40000,0.70000
 0.00000800000,-0.40000,0.70000
 0.00001000000,-0.40000,0.72000
 0.00001200000,-0.40000,0.70000
 0.00001400000,-0.36000,0.68000
 0.00001600000,-0.36000,0.70000
 0.00001800000,-0.36000,0.70000
 0.00002000000,-0.32000,0.72000
 0.00002200000,-0.36000,0.70000
 0.00002400000,-0.36000,0.70000
 0.00002600000,-0.36000,0.70000
 0.00002800000,-0.36000,0.68000
 0.00003000000,-0.32000,0.70000
 0.00003200000,-0.32000,0.70000
 0.00003400000,-0.36000,0.70000
 0.00003600000,-0.36000,0.72000
 0.00003800000,-0.36000,0.70000
 0.00004000000,-0.36000,0.72000
 0.00004200000,-0.36000,0.68000
 0.00004400000,-0.32000,0.70000
 0.00004600000,-0.36000,0.70000
 0.00004800000,-0.36000,0.70000
 0.00005000000,-0.32000,0.72000
 0.00005200000,-0.32000,0.70000
 0.00005400000,-0.36000,0.70000
 0.00005600000,-0.32000,0.70000
 0.00005800000,-0.36000,0.68000
 0.00006000000,-0.40000,0.70000
 0.00006200000,-0.28000,0.70000
 0.00006400000,-0.32000,0.70000
 0.00006600000,-0.32000,0.70000
 0.00006800000,-0.32000,0.70000
 0.00007000000,-0.32000,0.72000
 0.00007200000,-0.32000,0.70000
 0.00007400000,-0.32000,0.68000
 0.00007600000,-0.32000,0.70000
 0.00007800000,-0.32000,0.68000
 0.00008000000,-0.32000,0.68000
 0.00008200000,-0.32000,0.68000
 0.00008400000,-0.32000,0.70000
 0.00008600000,-0.32000,0.70000
 0.00008800000,-0.32000,0.68000
 0.00009000000,-0.32000,0.70000
 0.00009200000,-0.32000,0.70000
 0.00009400000,-0.32000,0.70000
 0.00009600000,-0.32000,0.70000
 0.00009800000,-0.32000,0.70000
 0.00010000000,-0.32000,0.70000
 0.00010200000,-0.32000,0.70000
 0.00010400000,-0.32000,0.70000
 0.00010600000,-0.32000,0.70000
 0.00010800000,-0.32000,0.70000
 0.00011000000,-0.32000,0.70000
 0.00011200000,-0.32000,0.70000
 0.00011400000,-0.28000,0.72000
 0.00011600000,-0.24000,0.70000
 0.00011800000,-0.28000,0.70000
 0.00012000000,-0.28000,0.70000
 0.00012200000,-0.28000,0.70000
 0.00012400000,-0.24000,0.70000
 0.00012600000,-0.28000,0.70000
 0.00012800000,-0.24000,0.72000
 0.00013000000,-0.28000,0.70000
 0.00013200000,-0.28000,0.70000
 0.00013400000,-0.28000,0.68000
 0.00013600000,-0.28000,0.72000
 0.00013800000,-0.28000,0.72000
 0.00014000000,-0.28000,0.72000
 0.00014200000,-0.24000,0.70000
 0.00014400000,-0.28000,0.70000
 0.00014600000,-0.28000,0.72000
 0.00014800000,-0.28000,0.70000
 0.00015000000,-0.28000,0.70000
 0.00015200000,-0.28000,0.70000
 0.00015400000,-0.28000,0.70000
 0.00015600000,-0.28000,0.70000
 0.00015800000,-0.24000,0.70000
 0.00016000000,-0.28000,0.70000
 0.00016200000,-0.24000,0.72000
 0.00016400000,-0.28000,0.70000
 0.00016600000,-0.28000,0.70000
 0.00016800000,-0.28000,0.70000
 0.00017000000,-0.24000,0.68000
 0.00017200000,-0.24000,0.72000
 0.00017400000,-0.24000,0.70000
 0.00017600000,-0.20000,0.72000
 0.00017800000,-0.24000,0.72000
 0.00018000000,-0.20000,0.72000
 0.00018200000,-0.24000,0.70000
 0.00018400000,-0.24000,0.70000
 0.00018600000,-0.24000,0.70000
 0.00018800000,-0.24000,0.70000
 0.00019000000,-0.20000,0.72000
 0.00019200000,-0.20000,0.70000
 0.00019400000,-0.24000,0.68000
 0.00019600000,-0.24000,0.70000
 0.00019800000,-0.28000,0.70000
 0.00020000000,-0.24000,0.68000
 0.00020200000,-0.24000,0.70000
 0.00020400000,-0.24000,0.70000
 0.00020600000,-0.28000,0.68000
 0.00020800000,-0.24000,0.70000
 0.00021000000,-0.24000,0.68000
 0.00021200000,-0.28000,0.70000
 0.00021400000,-0.28000,0.70000
 0.00021600000,-0.24000,0.68000
 0.00021800000,-0.24000,0.70000
 0.00022000000,-0.28000,0.68000
 0.00022200000,-0.20000,0.68000
 0.00022400000,-0.20000,0.70000
 0.00022600000,-0.24000,0.70000
 0.00022800000,-0.20000,0.70000
 0.00023000000,-0.20000,0.70000
 0.00023200000,-0.20000,0.70000
 0.00023400000,-0.16000,0.70000
 0.00023600000,-0.20000,0.72000
 0.00023800000,-0.20000,0.70000
 0.00024000000,-0.20000,0.70000
 0.00024200000,-0.20000,0.70000
 0.00024400000,-0.20000,0.70000
 0.00024600000,-0.16000,0.70000
 0.00024800000,-0.20000,0.72000
 0.00025000000,-0.20000,0.68000
 0.00025200000,-0.20000,0.70000
 0.00025400000,-0.20000,0.72000
 0.00025600000,-0.20000,0.72000
 0.00025800000,-0.20000,0.70000
 0.00026000000,-0.20000,0.72000
 0.00026200000,-0.20000,0.68000
 0.00026400000,-0.24000,0.70000
 0.00026600000,-0.16000,0.70000
 0.00026800000,-0.16000,0.72000
 0.00027000000,-0.24000,0.66000
 0.00027200000,-0.16000,0.70000
 0.00027400000,-0.20000,0.70000
 0.00027600000,-0.24000,0.70000
 0.00027800000,-0.20000,0.70000
 0.00028000000,-0.16000,0.70000
 0.00028200000,-0.16000,0.70000
 0.00028400000,-0.16000,0.72000
 0.00028600000,-0.16000,0.72000
 0.00028800000,-0.16000,0.72000
 0.00029000000,-0.16000,0.70000
 0.00029200000,-0.16000,0.70000
 0.00029400000,-0.16000,0.70000
 0.00029600000,-0.12000,0.72000
 0.00029800000,-0.16000,0.70000
 0.00030000000,-0.16000,0.70000
 0.00030200000,-0.16000,0.70000
 0.00030400000,-0.20000,0.70000
 0.00030600000,-0.12000,0.70000
